,Project ID,Status,Line Items (Top-Level Only),Quantity
251,171876965,Lost,Navy Blue Mismatched Goblets,25
251,171876965,Lost,Lorren Wine Glass,25
251,171876965,Lost,Lorren Champagne Flute,25
251,171876965,Lost,Medium Glass Candlesticks,10
251,171876965,Lost,Small Glass Candlesticks,12
251,171876965,Lost,Maintenance Fee,1
252,154327376,Contract Signed,Emmit Hairpin Table,4
252,154327376,Contract Signed,Ghost Chair,40
252,154327376,Contract Signed,Vallens Sectional,1
252,154327376,Contract Signed,Cordelia Sofa,1
252,154327376,Contract Signed,Piaf Sofa,1
252,154327376,Contract Signed,Clement Chair,2
252,154327376,Contract Signed,Rosario Chair,2
252,154327376,Contract Signed,Jasper Chair,2
252,154327376,Contract Signed,Adiago Coffee Table,1
252,154327376,Contract Signed,Quincy Coffee Table,1
252,154327376,Contract Signed,Jasmine Side Table,3
252,154327376,Contract Signed,Maintenance Fee,1
253,128290008,Contract Signed,Kingston Farmtable,4
253,128290008,Contract Signed,Vineyard Chair,24
253,128290008,Contract Signed,Hollywood Sofa,1
253,128290008,Contract Signed,Luna Sofa,1
253,128290008,Contract Signed,Orbi Settee,1
253,128290008,Contract Signed,Piaf Settee,1
253,128290008,Contract Signed,Navajo Chair,2
253,128290008,Contract Signed,Helena Chair,2
253,128290008,Contract Signed,Navana Chair,2
253,128290008,Contract Signed,Luce Chair,1
253,128290008,Contract Signed,Mirabel Chair,1
253,128290008,Contract Signed,Provasi Chair,1
253,128290008,Contract Signed,Esmerelda Chair,1
253,128290008,Contract Signed,Rochelle Chair,1
253,128290008,Contract Signed,Piaf Chair,1
253,128290008,Contract Signed,Maintenance Fee,1
253,128290008,Contract Signed,Setup/Teardown Service Fee,2
253,128290008,Contract Signed,Professional Cleaning Fee,1
253,128290008,Contract Signed,Rental Replacement Fee,1
254,173255011,Lost,60 Inch Round Table,5
254,173255011,Lost,Ceil Chair,30
254,173255011,Lost,Gold Votives,15
254,173255011,Lost,Maintenance Fee,1
255,135934878,Lost,Kingston Farmtable,12
255,135934878,Lost,Kingston Sweetheart Farmtable,1
255,135934878,Lost,Vonnegut Sofa,1
255,135934878,Lost,Kelly Settee,1
255,135934878,Lost,Raquel Settee,1
255,135934878,Lost,Ceil Chair,120
255,135934878,Lost,Maintenance Fee,1
256,137222196,Lost,Thayer Sofa,1
256,137222196,Lost,Maintenance Fee,1
257,148462946,Lost,Kingston Farmtable,19
257,148462946,Lost,Vineyard Chair,150
257,148462946,Lost,Peach Goblets,150
257,148462946,Lost,Maintenance Fee,1
258,171445529,Lost,60 Inch Round Table,2
258,171445529,Lost,Ceil Chair,16
258,171445529,Lost,Mismatched Gatsby Coupes,65
258,171445529,Lost,Maintenance Fee,1
258,171445529,Lost,60 Inch Round Table,2
258,171445529,Lost,Ghost Chair,16
258,171445529,Lost,Mismatched Gatsby Coupes,65
258,171445529,Lost,Maintenance Fee,1
258,171445529,Lost,60 Inch Round Table,2
258,171445529,Lost,Louis French Chair,16
258,171445529,Lost,Mismatched Gatsby Coupes,65
258,171445529,Lost,Maintenance Fee,1
258,171445529,Lost,Emmit Hairpin Table,2
258,171445529,Lost,Ceil Chair,16
258,171445529,Lost,Mismatched Gatsby Coupes,65
258,171445529,Lost,Charleston Farmtable,2
258,171445529,Lost,Ghost Chair,16
258,171445529,Lost,Mismatched Gatsby Coupes,65
259,144457632,Lost,NORA CHAIR,2
259,144457632,Lost,Leila Coffee Table,1
259,144457632,Lost,Louis French Chair,2
259,144457632,Lost,Pink Mismatched Goblets,2
259,144457632,Lost,Large Brass Candlesticks,2
259,144457632,Lost,Medium Brass Candlesticks,2
259,144457632,Lost,Small Brass Candlesticks,2
260,152629690,Lost,Divani Settee,1
260,152629690,Lost,Della Shelf,1
260,152629690,Lost,Meg Rug,1
260,152629690,Lost,Jensen Side Table,1
260,152629690,Lost,Maintenance Fee,1
261,135930075,Lost,Gardenia Arch,1
261,135930075,Lost,Diseno Chalkboard,1
261,135930075,Lost,Floor Easels,1
261,135930075,Lost,Clear Cylinder Votive Holders,14
261,135930075,Lost,Maintenance Fee,1
262,157797244,Lost,Emmaline Cart,1
262,157797244,Lost,Sylvette Chair,1
262,157797244,Lost,Maintenance Fee,1
263,159181994,Contract Signed,Natalia Sofa,1
263,159181994,Contract Signed,Hearth Rug,1
263,159181994,Contract Signed,Pink Mismatched Goblets,10
263,159181994,Contract Signed,Brown Mismatched Goblets,10
263,159181994,Contract Signed,Maintenance Fee,1
264,174106765,Lost,60 Inch Round Table,8
264,174106765,Lost,Resy Table,2
264,174106765,Lost,Purple Goblets,65
264,174106765,Lost,Maintenance Fee,1
265,127862203,Lost,Swansong Sofa,1
265,127862203,Lost,Maintenance Fee,1
266,135940981,Contract Signed,Peacock Chairs,2
266,135940981,Contract Signed,Navy Blue Mismatched Goblets,26
266,135940981,Contract Signed,Elsa Cakestand,1
266,135940981,Contract Signed,Minette Jars,12
266,135940981,Contract Signed,Maintenance Fee,1
267,153524393,Contract Signed,Louis French Chair,102
267,153524393,Contract Signed,Chione Sofa,1
267,153524393,Contract Signed,Nathalie Coffee Table,1
267,153524393,Contract Signed,Sylvette Chair,2
267,153524393,Contract Signed,Amini Chair,2
267,153524393,Contract Signed,Tito Table,1
267,153524393,Contract Signed,Jensen Side Table,1
267,153524393,Contract Signed,Bella Cake Server,1
267,153524393,Contract Signed,Donovan Knife,1
267,153524393,Contract Signed,Maintenance Fee,1
267,153524393,Contract Signed,Setup/Teardown Service Fee,2
267,153524393,Contract Signed,After Hours Fee,1
268,169001046,Lost,Swansong Sofa,1
268,169001046,Lost,Tunda Chair,1
268,169001046,Lost,Sophie Chair,1
268,169001046,Lost,Brugge Coffee Table,1
268,169001046,Lost,Lauren Rug,1
268,169001046,Lost,Large Brass Candlesticks,30
269,135935766,Lost,Ceil Chair,200
269,135935766,Lost,Maintenance Fee,1
269,135935766,Lost,Carry In/Carry Out Service Fee,2
270,148458906,Lost,Divani Settee,1
270,148458906,Lost,Kelly Settee,1
270,148458906,Lost,Louis Bench,1
270,148458906,Lost,Gold Square Clips,21
270,148458906,Lost,Maintenance Fee,1
271,134960516,Contract Signed,Kingston Farmtable,3
271,134960516,Contract Signed,Vintage Barrels,3
271,134960516,Contract Signed,Harris Settee,1
271,134960516,Contract Signed,IMELDA CHAIR,1
271,134960516,Contract Signed,Luce Chair,1
271,134960516,Contract Signed,Waverley Trunk,1
271,134960516,Contract Signed,Maintenance Fee,1
272,137769708,Lost,Ceil Chair,125
272,137769708,Lost,Maintenance Fee,1
272,137769708,Lost,Carry In/Carry Out Service Fee,2
272,137769708,Lost,After Hours Fee,1
273,161245250,Lost,Spiral Candelabra,4
273,161245250,Lost,Maintenance Fee,1
274,128298871,Contract Signed,Vineyard Chair,130
274,128298871,Contract Signed,Noema Settee,1
274,128298871,Contract Signed,Vintage Barrels,2
274,128298871,Contract Signed,Vendor Cart,1
274,128298871,Contract Signed,Moroccan Lanterns,15
274,128298871,Contract Signed,Seoul Suitcase,1
274,128298871,Contract Signed,Maintenance Fee,1
275,174430350,Lost,Peacock Chairs,1
275,174430350,Lost,Vineyard Chair,14
275,174430350,Lost,Suja Rug,1
275,174430350,Lost,Peach Goblets,14
275,174430350,Lost,Marguerite Plates,14
275,174430350,Lost,Vintage Gold Flatware,14
275,174430350,Lost,Maintenance Fee,1
276,135922805,Lost,Kingston Sweetheart Farmtable,1
276,135922805,Lost,Kingston Farmtable,22
276,135922805,Lost,Divani Settee,1
276,135922805,Lost,3 pronged candelabras,2
276,135922805,Lost,Medium Brass Candlesticks,40
276,135922805,Lost,XL Brass Candlesticks,16
276,135922805,Lost,Maintenance Fee,1
276,135922805,Lost,Setup/Teardown Service Fee,2
277,153513087,Contract Signed,Avalon Sofa,2
277,153513087,Contract Signed,Divani Settee,1
277,153513087,Contract Signed,Sherpa Chair,2
277,153513087,Contract Signed,Joliet Chair,2
277,153513087,Contract Signed,Gia Coffee Table,2
277,153513087,Contract Signed,Jasmine Side Table,4
277,153513087,Contract Signed,Aston Side Table,1
277,153513087,Contract Signed,Maintenance Fee,1
277,153513087,Contract Signed,Carry In/Carry Out Service Fee,2
278,135930895,Lost,Vintage Barrels,5
278,135930895,Lost,White Lanterns,9
278,135930895,Lost,Maintenance Fee,1
279,147186168,Lost,Francesca Buffet,1
279,147186168,Lost,Belvedere Desk,1
279,147186168,Lost,Sasha Table,1
279,147186168,Lost,Babette Side Table,1
279,147186168,Lost,Cherie Cake Server,1
279,147186168,Lost,Maintenance Fee,1
280,127663887,Contract Signed,Sabine Table,1
280,127663887,Contract Signed,Spool Table,1
280,127663887,Contract Signed,Denver Beverage Tub,1
280,127663887,Contract Signed,Orchard Crates,2
280,127663887,Contract Signed,Ariana Drink Dispenser,1
280,127663887,Contract Signed,Mason Drink Dispenser,4
280,127663887,Contract Signed,Vintage Mismatched China,32
280,127663887,Contract Signed,Vintage Mismatched China,32
280,127663887,Contract Signed,Blush Pink Goblets,32
280,127663887,Contract Signed,Amalfi White Cake Stand,1
280,127663887,Contract Signed,Tahiti Suitcase,1
280,127663887,Contract Signed,Amelia Globe,1
280,127663887,Contract Signed,Levitt Camera,1
280,127663887,Contract Signed,Vintage Books,4
280,127663887,Contract Signed,Small Glass Candlesticks,6
280,127663887,Contract Signed,Zadie Pen,1
280,127663887,Contract Signed,Serge Card Clips,6
280,127663887,Contract Signed,Maintenance Fee,1
280,127663887,Contract Signed,Credit Card Processing Fee,1
280,127663887,Contract Signed,Missing Item/s Replacement Fee,1
281,128023182,Contract Signed,Kingston Farmtable,8
281,128023182,Contract Signed,Kingston Sweetheart Farmtable,1
281,128023182,Contract Signed,Ceil Chair,20
281,128023182,Contract Signed,Celeste Chair,2
281,128023182,Contract Signed,Maintenance Fee,1
282,128013641,Contract Signed,Erika Settee,1
282,128013641,Contract Signed,Gables Settee,1
282,128013641,Contract Signed,Peacock Chairs,1
282,128013641,Contract Signed,Louis French Chair,9
282,128013641,Contract Signed,Maintenance Fee,1
283,170804406,Contract Signed,Orbis Lanterns,23
283,170804406,Contract Signed,Maintenance Fee,1
284,172746375,Lost,Montmarte Display Cart,1
284,172746375,Lost,Kingston Farmtable,1
284,172746375,Lost,Vineyard Chair,20
284,172746375,Lost,North Star Sofa,1
284,172746375,Lost,Peacock Chairs,1
284,172746375,Lost,Andie Chair,1
284,172746375,Lost,Della Shelf,1
284,172746375,Lost,Ifani Table,1
284,172746375,Lost,Ganzi Coffee Table,1
284,172746375,Lost,Stevie Side Table,1
284,172746375,Lost,Ganzi Side Table,1
284,172746375,Lost,Suja Rug,1
284,172746375,Lost,Valby Rug,1
284,172746375,Lost,Peach Goblets,20
284,172746375,Lost,Lorren Champagne Flute,20
284,172746375,Lost,Marguerite Plates,20
284,172746375,Lost,Vintage Gold Flatware,20
284,172746375,Lost,Maintenance Fee,1
285,145428825,Contract Signed,Marilyn Sofa,1
285,145428825,Contract Signed,Johanssen Sofa,1
285,145428825,Contract Signed,Harlow Chair,1
285,145428825,Contract Signed,Esmerelda Chair,1
285,145428825,Contract Signed,Marcel Chair,2
285,145428825,Contract Signed,Kismet Rug,1
285,145428825,Contract Signed,Odessey Rug,1
285,145428825,Contract Signed,Maintenance Fee,1
286,134238105,Contract Signed,Kingston Farmtable,3
286,134238105,Contract Signed,Kingston Sweetheart Farmtable,2
286,134238105,Contract Signed,Vintage Barrels,5
286,134238105,Contract Signed,Amber Mismatched Goblets,24
286,134238105,Contract Signed,Maintenance Fee,1
287,161374757,Lost,Kingston Farmtable,1
287,161374757,Lost,Duchess Settee,1
287,161374757,Lost,Klieg Side Table,1
287,161374757,Lost,Maintenance Fee,1
288,128010174,Contract Signed,Genevieve Geometric Arch,1
288,128010174,Contract Signed,Kingston Farmtable,1
288,128010174,Contract Signed,Daniela Peacock Chair Set,1
288,128010174,Contract Signed,Savannah Rug,1
288,128010174,Contract Signed,Amber Mismatched Goblets,40
288,128010174,Contract Signed,Maintenance Fee,1
289,128014961,Contract Signed,Ghost Chair,170
289,128014961,Contract Signed,Russell Table,1
289,128014961,Contract Signed,Setup/Teardown Service Fee,2
290,127643854,Contract Signed,Domingo Chair,1
290,127643854,Contract Signed,Draper Bar Cart,1
290,127643854,Contract Signed,Meg Rug,1
290,127643854,Contract Signed,Pink Mismatched Goblets,20
290,127643854,Contract Signed,Lorren Champagne Flute,20
290,127643854,Contract Signed,Totori Marble Tiered Stand,1
290,127643854,Contract Signed,Davida Marble Cake Stand,2
290,127643854,Contract Signed,Floor Easels,1
290,127643854,Contract Signed,Maintenance Fee,1
290,127643854,Contract Signed,Credit Card Processing Fee,1
291,127662576,Contract Signed,Ghost Chair,50
291,127662576,Contract Signed,Maintenance Fee,1
292,166919275,Contract Signed,Mara Rug,1
292,166919275,Contract Signed,Amber Mismatched Goblets,85
292,166919275,Contract Signed,Amber Vintage Pitchers,8
292,166919275,Contract Signed,Maintenance Fee,1
293,128294897,Contract Signed,Crista Runner,2
293,128294897,Contract Signed,Large Brass Candlesticks,20
293,128294897,Contract Signed,Medium Brass Candlesticks,20
293,128294897,Contract Signed,Small Brass Candlesticks,20
293,128294897,Contract Signed,Maintenance Fee,1
293,128294897,Contract Signed,Credit Card Processing Fee,1
294,176174703,Lost,Emmit Hairpin Table,1
294,176174703,Lost,Sherpa Chair,1
294,176174703,Lost,Ghost Chair,8
294,176174703,Lost,Marisol Champagne Coupes,8
294,176174703,Lost,Maintenance Fee,1
295,174121619,Lost,Kingston Farmtable,4
295,174121619,Lost,Vintage Barrels,3
295,174121619,Lost,Louis French Chair,24
295,174121619,Lost,Amber Mismatched Goblets,24
295,174121619,Lost,Maintenance Fee,1
295,174121619,Lost,Charleston Farmtable,3
295,174121619,Lost,Vineyard Chair,24
295,174121619,Lost,Amber Mismatched Goblets,24
296,127260890,Contract Signed,Amber Mismatched Goblets,150
296,127260890,Contract Signed,Maintenance Fee,1
297,148409946,Lost,Tarot Sofa,1
297,148409946,Lost,Harlow Chair,2
297,148409946,Lost,Quincy Coffee Table,1
298,172766605,Contract Signed,Crispin Backdrop,1
298,172766605,Contract Signed,Harlow Chair,2
298,172766605,Contract Signed,Tito Table,1
298,172766605,Contract Signed,Lauren Rug,1
298,172766605,Contract Signed,Maintenance Fee,1
299,164011880,Contract Signed,Brown Mismatched Goblets,50
299,164011880,Contract Signed,Olive Mismatched Goblets,50
299,164011880,Contract Signed,Peach Goblets,50
299,164011880,Contract Signed,Clear Mismatched Goblets,50
299,164011880,Contract Signed,Maintenance Fee,1
299,164011880,Contract Signed,Damaged Item Fee,1
299,164011880,Contract Signed,Missing Item Fee,1
300,138107547,Contract Signed,Purple Goblets,170
300,138107547,Contract Signed,Maintenance Fee,1
301,151274933,Lost,Church Pews,16
301,151274933,Lost,Maintenance Fee,1
302,145331158,Lost,Kingston Sweetheart Farmtable,1
302,145331158,Lost,Lisette Table,1
302,145331158,Lost,Oleander Chair,2
302,145331158,Lost,Louis French Chair,11
302,145331158,Lost,Olive Mismatched Goblets,65
302,145331158,Lost,Large Brass Candlesticks,6
302,145331158,Lost,Medium Brass Candlesticks,6
302,145331158,Lost,Small Brass Candlesticks,6
302,145331158,Lost,Orbis Lanterns,23
302,145331158,Lost,Vintage Gold Flatware,13
302,145331158,Lost,Celine Plates,2
302,145331158,Lost,Maintenance Fee,1
302,145331158,Lost,Carry In/Carry Out Service Fee,2
302,145331158,Lost,Setup/Teardown Service Fee,2
303,127259746,Contract Signed,Savannah Rug,1
303,127259746,Contract Signed,Meg Rug,1
303,127259746,Contract Signed,Danube Rug,1
303,127259746,Contract Signed,Suja Rug,1
303,127259746,Contract Signed,Medium Brass Candlesticks,30
303,127259746,Contract Signed,Maintenance Fee,1
303,127259746,Contract Signed,Credit Card Processing Fee,1
303,127259746,Contract Signed,Cleaning Fee,16
304,134399830,Lost,Avalon Sofa,1
304,134399830,Lost,Joliet Chair,2
304,134399830,Lost,Gia Coffee Table,1
304,134399830,Lost,Maintenance Fee,1
305,137671921,Contract Signed,Vallens Sectional,1
305,137671921,Contract Signed,Sylvette Chair,2
305,137671921,Contract Signed,Annabelle Wagon,1
305,137671921,Contract Signed,Maintenance Fee,1
306,174161605,Lost,Kingston Farmtable,2
306,174161605,Lost,Matching Clear Goblets,12
306,174161605,Lost,Large Brass Candlesticks,4
306,174161605,Lost,Medium Brass Candlesticks,4
306,174161605,Lost,Small Brass Candlesticks,6
306,174161605,Lost,Maintenance Fee,1
307,179579153,Lost,Blush Pink Goblets,30
307,179579153,Lost,Marguerite Plates,30
307,179579153,Lost,Lorren Champagne Flute,30
307,179579153,Lost,Medium Glass Candlesticks,4
307,179579153,Lost,Small Glass Candlesticks,4
307,179579153,Lost,Maintenance Fee,1
307,179579153,Lost,Rush Order Fee,1
308,161437438,Lost,Kingston Sweetheart Farmtable,1
308,161437438,Lost,Citrine Sofa,1
308,161437438,Lost,Belle Sofa,1
308,161437438,Lost,Therese Chair,2
308,161437438,Lost,Mitzi Chair,1
308,161437438,Lost,Mina Chair,1
308,161437438,Lost,Oleander Chair,2
308,161437438,Lost,Olive Mismatched Goblets,50
308,161437438,Lost,Yellow Mismatched Goblets,50
308,161437438,Lost,Crista Runner,2
308,161437438,Lost,Maintenance Fee,1
309,127637222,Contract Signed,Kingston Farmtable,13
309,127637222,Contract Signed,Erika Settee,1
309,127637222,Contract Signed,Vineyard Chair,100
309,127637222,Contract Signed,Maintenance Fee,1
309,127637222,Contract Signed,Setup/Teardown Service Fee,2
310,140005587,Contract Signed,Kingston Farmtable,1
310,140005587,Contract Signed,Kingston Sweetheart Farmtable,1
310,140005587,Contract Signed,Vineyard Chair,9
310,140005587,Contract Signed,Gables Settee,1
310,140005587,Contract Signed,Mara Rug,1
310,140005587,Contract Signed,XL Brass Candlesticks,2
310,140005587,Contract Signed,Medium Brass Candlesticks,2
311,167005118,Lost,Avalon Sofa,1
311,167005118,Lost,IMELDA CHAIR,1
311,167005118,Lost,Knoll Chair,1
311,167005118,Lost,Divani Settee,1
311,167005118,Lost,Gables Settee,1
311,167005118,Lost,Sherpa Chair,2
311,167005118,Lost,Blythe Chair,1
311,167005118,Lost,Shirley Chair,1
311,167005118,Lost,Maintenance Fee,1
312,149412734,Contract Signed,Emmit Hairpin Table,10
312,149412734,Contract Signed,Vonnegut Sofa,1
312,149412734,Contract Signed,Thayer Sofa,1
312,149412734,Contract Signed,Noema Settee,1
312,149412734,Contract Signed,Eames Coffee Table,1
312,149412734,Contract Signed,Allura Coffee Table,1
312,149412734,Contract Signed,Maintenance Fee,1
312,149412734,Contract Signed,Damage / Restoration Fee,1
312,149412734,Contract Signed,Professional Cleaning Fee,1
313,179699353,Lost,Pablo Barrel Bar,1
313,179699353,Lost,Vintage Barrels,2
313,179699353,Lost,Maintenance Fee,1
313,179699353,Lost,Rush Order Fee,1
314,127266263,Contract Signed,Kingston Farmtable,22
314,127266263,Contract Signed,Kingston Sweetheart Farmtable,1
314,127266263,Contract Signed,Hollywood Sofa,1
314,127266263,Contract Signed,Ingrid Settee,1
314,127266263,Contract Signed,Navajo Chair,2
314,127266263,Contract Signed,Valby Rug,1
314,127266263,Contract Signed,Navy Blue Mismatched Goblets,37
314,127266263,Contract Signed,Olive Mismatched Goblets,38
314,127266263,Contract Signed,Pink Mismatched Goblets,37
314,127266263,Contract Signed,Purple Goblets,38
314,127266263,Contract Signed,Tianjin Suitcase,1
314,127266263,Contract Signed,Diega Suitcase Set,1
314,127266263,Contract Signed,Tahiti Suitcase,1
314,127266263,Contract Signed,White Lanterns,9
314,127266263,Contract Signed,Maintenance Fee,1
314,127266263,Contract Signed,Setup/Teardown Service Fee,2
314,127266263,Contract Signed,After Hours Fee,1
315,128156116,Contract Signed,Emmit Hairpin Table,9
315,128156116,Contract Signed,Ghost Chair,150
315,128156116,Contract Signed,Carry In/Carry Out Service Fee,2
315,128156116,Contract Signed,Maintenance Fee,1
316,155077474,Lost,Large Brass Candlesticks,20
316,155077474,Lost,Medium Brass Candlesticks,20
316,155077474,Lost,Small Brass Candlesticks,20
316,155077474,Lost,Elsa Cakestand,1
316,155077474,Lost,Maintenance Fee,1
317,145447680,Contract Signed,Church Pews,4
317,145447680,Contract Signed,Kingston Farmtable,1
317,145447680,Contract Signed,Kingston Sweetheart Farmtable,1
317,145447680,Contract Signed,Ceil Chair,50
317,145447680,Contract Signed,Dubly Tub,1
317,145447680,Contract Signed,Arianna Rug,1
317,145447680,Contract Signed,Yvonne Mirror,1
317,145447680,Contract Signed,Floor Easels,1
317,145447680,Contract Signed,Moroccan Lanterns,15
317,145447680,Contract Signed,Gold Votives,50
317,145447680,Contract Signed,Wood Slices,15
317,145447680,Contract Signed,Ariana Drink Dispenser,1
317,145447680,Contract Signed,Amber Vintage Pitchers,5
317,145447680,Contract Signed,Vintage Mismatched China,100
317,145447680,Contract Signed,Maintenance Fee,1
317,145447680,Contract Signed,Repair / Restoration Fee,1
317,145447680,Contract Signed,Repair / Restoration Fee,1
317,145447680,Contract Signed,Deep Cleaning,1
318,177020877,Lost,Vineyard Chair,91
318,177020877,Lost,Louis French Chair,186
318,177020877,Lost,Maintenance Fee,1
318,177020877,Lost,After Hours Fee,1
319,180247865,Lost,Kingston Farm Table,2
319,180247865,Lost,Ceil Chair,12
319,180247865,Lost,Maintenance Fee,1
319,180247865,Lost,Rush Order Fee,1
320,162764726,Lost,Liliac Sofa,1
320,162764726,Lost,Maintenance Fee,1
321,149711020,Lost,Montmarte Display Cart,1
321,149711020,Lost,Maintenance Fee,1
322,165969874,Lost,Peacock Chairs,1
322,165969874,Lost,Peach Goblets,24
322,165969874,Lost,Scalene Gold Cake Stand,1
322,165969874,Lost,Terina Cake Stands,2
322,165969874,Lost,Large Brass Candlesticks,6
322,165969874,Lost,Medium Brass Candlesticks,6
322,165969874,Lost,Small Brass Candlesticks,6
322,165969874,Lost,Maintenance Fee,1
323,134213099,Contract Signed,Harris Settee,1
323,134213099,Contract Signed,Odessey Rug,1
323,134213099,Contract Signed,Maintenance Fee,1
324,165961413,Lost,Kingston Sweetheart Farmtable,1
324,165961413,Lost,Raquel Settee,1
324,165961413,Lost,Maintenance Fee,1
325,175381306,Lost,Sophie Chair,2
325,175381306,Lost,Jasmine Side Table,4
325,175381306,Lost,Snowdrop Sofa,1
325,175381306,Lost,Rockefeller Coffee Table,1
325,175381306,Lost,Helena Chair,2
325,175381306,Lost,Vermeer Sofa,1
325,175381306,Lost,Aries Chair,2
326,142504181,Contract Signed,Emmit Hairpin Table,6
326,142504181,Contract Signed,Setup/Teardown Service Fee,2
327,170817003,Lost,Cambrio Mantle,1
327,170817003,Lost,Rosenfield Chair,1
327,170817003,Lost,Colfax Chair,2
327,170817003,Lost,Maintenance Fee,1
327,170817003,Lost,Carry In/Carry Out Service Fee,2
328,135936658,Lost,Nasrina Double Peacock Throne Chair,1
328,135936658,Lost,Maintenance Fee,1
329,152604717,Contract Signed,Magnus Backdrop,1
329,152604717,Contract Signed,Honeycomb Backdrop,1
329,152604717,Contract Signed,Contessa Sectional,1
329,152604717,Contract Signed,Belista Table,1
329,152604717,Contract Signed,Odessey Rug,1
329,152604717,Contract Signed,Orbis Lanterns,20
329,152604717,Contract Signed,Amber Cake Stand,1
329,152604717,Contract Signed,Samantha Cake Stand,1
329,152604717,Contract Signed,Amalfi White Cake Stand,1
329,152604717,Contract Signed,Ellery Cake Stand,1
329,152604717,Contract Signed,Torta Marble Cake Stand,1
329,152604717,Contract Signed,Thelma Cake Plate,1
329,152604717,Contract Signed,Maintenance Fee,1
329,152604717,Contract Signed,Broken/Replacement Item,1
330,160009627,Contract Signed,Montmarte Display Cart,1
330,160009627,Contract Signed,Divani Settee,1
330,160009627,Contract Signed,Joliet Chair,2
330,160009627,Contract Signed,Ifani Table,1
330,160009627,Contract Signed,Jasmine Side Table,2
330,160009627,Contract Signed,Clear Cylinder Votive Holders,16
330,160009627,Contract Signed,Maintenance Fee,1
330,160009627,Contract Signed,After Hours Fee,1
330,160009627,Contract Signed,Cleaning Fee,43
331,173300598,Lost,Liliac Sofa,1
331,173300598,Lost,Maintenance Fee,1
332,153408212,Contract Signed,Avalon Sofa,1
332,153408212,Contract Signed,Maintenance Fee,1
333,182823104,Contract Signed,Divani Settee,1
333,182823104,Contract Signed,Maintenance Fee,1
333,182823104,Contract Signed,Rush Order Fee,1
334,166998864,Lost,Amari Sofa,1
334,166998864,Lost,Maintenance Fee,1
335,143595507,Contract Signed,Genevieve Geometric Arch,1
335,143595507,Contract Signed,Ramia Sofa,1
335,143595507,Contract Signed,Dansa Chair,2
335,143595507,Contract Signed,Daniela Peacock Chair Set,1
335,143595507,Contract Signed,Brugge Coffee Table,1
335,143595507,Contract Signed,Meg Rug,1
335,143595507,Contract Signed,Maintenance Fee,1
336,148408845,Lost,Avalon Sofa,1
336,148408845,Lost,Maintenance Fee,1
337,176206099,Lost,Kingston Farmtable,6
337,176206099,Lost,Louis French Chair,225
337,176206099,Lost,Maintenance Fee,1
337,176206099,Lost,Setup/Teardown Service Fee,2
338,138098641,Contract Signed,Harris Settee,1
338,138098641,Contract Signed,Antu Backdrop,1
338,138098641,Contract Signed,Yvonne Mirror,1
338,138098641,Contract Signed,Floor Easels,2
338,138098641,Contract Signed,Light Blue Mismatched Goblets,65
338,138098641,Contract Signed,Navy Blue Mismatched Goblets,65
338,138098641,Contract Signed,Pink Glass Bottles,20
338,138098641,Contract Signed,Amber Glass Bottles,20
338,138098641,Contract Signed,Blue Glass Bottles,20
338,138098641,Contract Signed,Sapphire Glass Bottles,20
338,138098641,Contract Signed,Greyjoy Candelabras,2
338,138098641,Contract Signed,Vanderbilt Candelabras,2
338,138098641,Contract Signed,3 pronged candelabras,2
338,138098641,Contract Signed,Medium Brass Candlesticks,10
338,138098641,Contract Signed,Gold Votives,75
338,138098641,Contract Signed,Vintage Books,30
338,138098641,Contract Signed,Cherie Cake Server,1
338,138098641,Contract Signed,Maintenance Fee,1
339,131538173,Contract Signed,Kingston Farmtable,5
339,131538173,Contract Signed,Kingston Sweetheart Farmtable,2
339,131538173,Contract Signed,Dauphine Sofa,1
339,131538173,Contract Signed,Holiday Sofa,1
339,131538173,Contract Signed,Raquel Settee,1
339,131538173,Contract Signed,Dauphine Chair,1
339,131538173,Contract Signed,Sylvette Chair,1
339,131538173,Contract Signed,Mayberry Desk,1
339,131538173,Contract Signed,Georgia Brass Trunk,1
339,131538173,Contract Signed,Vivianne End Table,1
339,131538173,Contract Signed,Orchard Crates,4
339,131538173,Contract Signed,Wine Crates,2
339,131538173,Contract Signed,Diseno Chalkboard,1
339,131538173,Contract Signed,Koris Chalkboard,1
339,131538173,Contract Signed,Moroccan Lanterns,15
339,131538173,Contract Signed,Ida Gold Mirror Trays,4
339,131538173,Contract Signed,Vintage Vanity Mirror,2
339,131538173,Contract Signed,Clear Mismatched Goblets,100
339,131538173,Contract Signed,Vintage Mismatched China,200
339,131538173,Contract Signed,Maintenance Fee,1
339,131538173,Contract Signed,Setup/Teardown Service Fee,2
339,131538173,Contract Signed,Refurbishing Fees,7
339,131538173,Contract Signed,Cleaning Fees,200
339,131538173,Contract Signed,Missing Item/s Fee,2
340,130065216,Contract Signed,Ingrid Settee,1
340,130065216,Contract Signed,Erika Settee,1
340,130065216,Contract Signed,Pearl Settee,1
340,130065216,Contract Signed,Franz Chair,1
340,130065216,Contract Signed,Leni Chair,1
340,130065216,Contract Signed,Christie Chair,1
340,130065216,Contract Signed,Blythe Chair,1
340,130065216,Contract Signed,Nathalie Coffee Table,1
340,130065216,Contract Signed,Quincy Coffee Table,1
340,130065216,Contract Signed,Kismet Rug,1
340,130065216,Contract Signed,Suja Rug,1
340,130065216,Contract Signed,Peach Goblets,95
340,130065216,Contract Signed,Amber Mismatched Goblets,95
